usagekey	scientificname	rank	status	matchtype	canonicalname	confidence	kingdom	phylum	order	family	genus	species	kingdomkey	phylumkey	classkey	orderkey	familykey	genuskey	specieskey	synonym	class	original_sciname	acceptedusagekey	note
2293077	Haliotis cracherodii Leach, 1814	species	ACCEPTED	EXACT	Haliotis cracherodii	99	Animalia	Mollusca	Lepetellida	Haliotidae	Haliotis	Haliotis cracherodii	1	52	225	9799313	3245014	2293068	2293077	FALSE	Gastropoda	Haliotis cracherodii	NA	NA
2293070	Haliotis sorenseni Bartsch, 1940	species	ACCEPTED	EXACT	Haliotis sorenseni	99	Animalia	Mollusca	Lepetellida	Haliotidae	Haliotis	Haliotis sorenseni	1	52	225	9799313	3245014	2293068	2293070	FALSE	Gastropoda	Haliotis sorenseni	NA	NA
2296175	Helminthoglypta walkeriana (Hemphill, 1911)	species	ACCEPTED	EXACT	Helminthoglypta walkeriana	99	Animalia	Mollusca	Stylommatophora	Xanthonychidae	Helminthoglypta	Helminthoglypta walkeriana	1	52	225	1456	6528	2296121	2296175	FALSE	Gastropoda	Helminthoglypta walkeriana	NA	NA
10040426	Monadenia infumata setosa Talmadge, 1952	subspecies	SYNONYM	EXACT	Monadenia infumata setosa	98	Animalia	Mollusca	Stylommatophora	Xanthonychidae	Monadenia	Monadenia setosa	1	52	225	1456	6528	2297136	5191178	TRUE	Gastropoda	Monadenia infumata setosa	5191178	NA
2235369	Branchinecta conservatio Eng, Belk & Eriksen, 1990	species	ACCEPTED	EXACT	Branchinecta conservatio	99	Animalia	Arthropoda	Anostraca	Branchinectidae	Branchinecta	Branchinecta conservatio	1	54	281	544	3675	2235347	2235369	FALSE	Branchiopoda	Branchinecta conservatio	NA	NA
2235355	Branchinecta longiantenna Eng, Belk & Eriksen, 1990	species	ACCEPTED	EXACT	Branchinecta longiantenna	99	Animalia	Arthropoda	Anostraca	Branchinectidae	Branchinecta	Branchinecta longiantenna	1	54	281	544	3675	2235347	2235355	FALSE	Branchiopoda	Branchinecta longiantenna	NA	NA
2235372	Branchinecta lynchi Eng, Belk & Eriksen, 1990	species	ACCEPTED	EXACT	Branchinecta lynchi	99	Animalia	Arthropoda	Anostraca	Branchinectidae	Branchinecta	Branchinecta lynchi	1	54	281	544	3675	2235347	2235372	FALSE	Branchiopoda	Branchinecta lynchi	NA	NA
2235356	Branchinecta sandiegonensis Fugate, 1993	species	ACCEPTED	EXACT	Branchinecta sandiegonensis	99	Animalia	Arthropoda	Anostraca	Branchinectidae	Branchinecta	Branchinecta sandiegonensis	1	54	281	544	3675	2235347	2235356	FALSE	Branchiopoda	Branchinecta sandiegonensis	NA	NA
2235165	Streptocephalus woottoni Eng, Belk & Eriksen, 1990	species	ACCEPTED	EXACT	Streptocephalus woottoni	99	Animalia	Arthropoda	Anostraca	Streptocephalidae	Streptocephalus	Streptocephalus woottoni	1	54	281	544	3679	2235108	2235165	FALSE	Branchiopoda	Streptocephalus woottoni	NA	NA
8738801	Streptocephalus watsoni Packard, 1877	species	SYNONYM	FUZZY	Streptocephalus watsoni	9	Animalia	Arthropoda	Anostraca	Streptocephalidae	Streptocephalus	Streptocephalus texanus	1	54	281	544	3679	2235108	2235136	TRUE	Branchiopoda	Streptocephalus woottoni	2235136	Similarity: name=5; authorship=0; classification=-2; rank=6; status=0
5180071	Lepidurus packardi Simon, 1886	species	ACCEPTED	EXACT	Lepidurus packardi	99	Animalia	Arthropoda	Notostraca	Triopsidae	Lepidurus	Lepidurus packardi	1	54	281	1159	2235047	2235049	5180071	FALSE	Branchiopoda	Lepidurus packardi	NA	NA
2226989	Pacifastacus fortis (Faxon, 1914)	species	ACCEPTED	EXACT	Pacifastacus fortis	99	Animalia	Arthropoda	Decapoda	Astacidae	Pacifastacus	Pacifastacus fortis	1	54	229	637	8022	2226987	2226989	FALSE	Malacostraca	Pacifastacus fortis	NA	NA
2223027	Syncaris pacifica (Holmes, 1895)	species	ACCEPTED	EXACT	Syncaris pacifica	99	Animalia	Arthropoda	Decapoda	Atyidae	Syncaris	Syncaris pacifica	1	54	229	637	4475	2223026	2223027	FALSE	Malacostraca	Syncaris pacifica	NA	NA
1709171	Trimerotropis infantilis Rentz & Weissman, 1984	species	ACCEPTED	EXACT	Trimerotropis infantilis	99	Animalia	Arthropoda	Orthoptera	Acrididae	Trimerotropis	Trimerotropis infantilis	1	54	216	1458	9394	9793490	1709171	FALSE	Insecta	Trimerotropis infantilis	NA	NA
1034911	Cicindela ohlone Freitag & Kavanaugh, 1993	species	ACCEPTED	EXACT	Cicindela ohlone	99	Animalia	Arthropoda	Coleoptera	Carabidae	Cicindela	Cicindela ohlone	1	54	216	1470	3792	1034699	1034911	FALSE	Insecta	Cicindela ohlone	NA	NA
9241825	Cicindela chloe Dokhtouroff, 1887	species	SYNONYM	FUZZY	Cicindela chloe	9	Animalia	Arthropoda	Coleoptera	Carabidae	Jansenia	Jansenia chloropleura	1	54	216	1470	3792	3259947	7850174	TRUE	Insecta	Cicindela ohlone	9217192	Similarity: name=5; authorship=0; classification=-2; rank=6; status=0
4292519	Desmocerus californicus dimorphus Fisher, 1921	subspecies	ACCEPTED	EXACT	Desmocerus californicus dimorphus	98	Animalia	Arthropoda	Coleoptera	Cerambycidae	Desmocerus	Desmocerus californicus	1	54	216	1470	5602	1137334	4292518	FALSE	Insecta	Desmocerus californicus dimorphus	NA	NA
1054051	Dinacoma caseyi Blaisdell, 1930	species	ACCEPTED	EXACT	Dinacoma caseyi	99	Animalia	Arthropoda	Coleoptera	Melolonthidae	Dinacoma	Dinacoma caseyi	1	54	216	1470	5593	1054050	1054051	FALSE	Insecta	Dinacoma caseyi	NA	NA
1035540	Elaphrus viridis G.Horn, 1878	species	ACCEPTED	EXACT	Elaphrus viridis	97	Animalia	Arthropoda	Coleoptera	Carabidae	Elaphrus	Elaphrus viridis	1	54	216	1470	3792	1035537	1035540	FALSE	Insecta	Elaphrus viridis	NA	NA
7701256	Elaphrus viridis Letzner, 1849	species	SYNONYM	EXACT	Elaphrus viridis	97	Animalia	Arthropoda	Coleoptera	Carabidae	Elaphrus	Elaphrus riparius	1	54	216	1470	3792	1035537	1035551	TRUE	Insecta	Elaphrus viridis	1035551	Similarity: name=110; authorship=0; classification=-2; rank=6; status=0
9160466	Elaphrus viridis Sparre-Schneider, 1888	species	SYNONYM	EXACT	Elaphrus viridis	97	Animalia	Arthropoda	Coleoptera	Carabidae	Elaphrus	Elaphrus lapponicus	1	54	216	1470	3792	1035537	1035542	TRUE	Insecta	Elaphrus viridis	4473323	Similarity: name=110; authorship=0; classification=-2; rank=6; status=0
1057467	Polyphylla barbata Cazier, 1938	species	ACCEPTED	EXACT	Polyphylla barbata	99	Animalia	Arthropoda	Coleoptera	Melolonthidae	Polyphylla	Polyphylla barbata	1	54	216	1470	5593	1057359	1057467	FALSE	Insecta	Polyphylla barbata	NA	NA
1591138	Rhaphiomidas terminatus Cazier, 1941	species	ACCEPTED	HIGHERRANK	Rhaphiomidas terminatus	99	Animalia	Arthropoda	Diptera	Mydidae	Rhaphiomidas	Rhaphiomidas terminatus	1	54	216	811	9497	1591115	1591138	FALSE	Insecta	Rhaphiomidas terminatus abdominalis	NA	NA
4299055	Apodemia mormo langei Comstock, 1939	subspecies	DOUBTFUL	EXACT	Apodemia mormo langei	97	Animalia	Arthropoda	Lepidoptera	Lycaenidae	Apodemia	Apodemia mormo	1	54	216	797	5473	1934338	1934362	FALSE	Insecta	Apodemia mormo langei	NA	NA
4300280	Callophrys mossii bayensis R.Brown, 1969	subspecies	ACCEPTED	EXACT	Callophrys mossii bayensis	98	Animalia	Arthropoda	Lepidoptera	Lycaenidae	Callophrys	Callophrys mossii	1	54	216	797	5473	1932378	4300277	FALSE	Insecta	Callophrys mossii bayensis	NA	NA
5133088	Danaus plexippus (Linnaeus, 1758)	species	ACCEPTED	EXACT	Danaus plexippus	99	Animalia	Arthropoda	Lepidoptera	Nymphalidae	Danaus	Danaus plexippus	1	54	216	797	7017	5133087	5133088	FALSE	Insecta	Danaus plexippus	NA	NA
4300234	Euphilotes battoides allyni (Shields, 1975)	subspecies	SYNONYM	EXACT	Euphilotes battoides allyni	98	Animalia	Arthropoda	Lepidoptera	Lycaenidae	Euphilotes	Euphilotes bernardino	1	54	216	797	5473	1925996	4300212	TRUE	Insecta	Euphilotes battoides allyni	8718640	NA
4300176	Euphilotes battoides ellisi (Shields, 1975)	subspecies	SYNONYM	FUZZY	Euphilotes battoides ellisi	8	Animalia	Arthropoda	Lepidoptera	Lycaenidae	Euphilotes	Euphilotes ellisii	1	54	216	797	5473	1925996	4300172	TRUE	Insecta	Euphilotes battoides allyni	7259517	Similarity: name=5; authorship=0; classification=-2; rank=5; status=0
4300193	Euphilotes enoptes smithi (Mattoni, 1954)	subspecies	ACCEPTED	EXACT	Euphilotes enoptes smithi	98	Animalia	Arthropoda	Lepidoptera	Lycaenidae	Euphilotes	Euphilotes enoptes	1	54	216	797	5473	1925996	1926009	FALSE	Insecta	Euphilotes enoptes smithi	NA	NA
4299317	Euphydryas editha bayensis Sternitzky, 1937	subspecies	SYNONYM	EXACT	Euphydryas editha bayensis	98	Animalia	Arthropoda	Lepidoptera	Nymphalidae	Euphydryas	Occidryas editha	1	54	216	797	7017	1895130	1908011	TRUE	Insecta	Euphydryas editha bayensis	1908011	NA
4299338	Euphydryas editha quino (Behr, 1863)	subspecies	SYNONYM	EXACT	Euphydryas editha quino	98	Animalia	Arthropoda	Lepidoptera	Nymphalidae	Euphydryas	Occidryas chalcedona	1	54	216	797	7017	1895130	1908055	TRUE	Insecta	Euphydryas editha quino	6233633	NA
1862664	Euproserpinus euterpe Edwards, 1888	species	ACCEPTED	EXACT	Euproserpinus euterpe	99	Animalia	Arthropoda	Lepidoptera	Sphingidae	Euproserpinus	Euproserpinus euterpe	1	54	216	797	8868	1862659	1862664	FALSE	Insecta	Euproserpinus euterpe	NA	NA
4300145	Glaucopsyche lygdamus palosverdesensis Perkins & Emmel, 1977	subspecies	ACCEPTED	EXACT	Glaucopsyche lygdamus palosverdesensis	98	Animalia	Arthropoda	Lepidoptera	Lycaenidae	Glaucopsyche	Glaucopsyche lygdamus	1	54	216	797	5473	1924047	1924106	FALSE	Insecta	Glaucopsyche lygdamus palosverdesensis	NA	NA
5714554	Lycaena hermes (W.H.Edwards, 1870)	species	SYNONYM	EXACT	Lycaena hermes	98	Animalia	Arthropoda	Lepidoptera	Lycaenidae	Hermelycaena	Hermelycaena hermes	1	54	216	797	5473	1925407	1925408	TRUE	Insecta	Lycaena hermes	1925408	NA
5714668	Plebejus icarioides missionensis Hovanitz, 1937	subspecies	SYNONYM	EXACT	Plebejus icarioides missionensis	98	Animalia	Arthropoda	Lepidoptera	Lycaenidae	Icaricia	Icaricia icarioides	1	54	216	797	5473	1932052	1932056	TRUE	Insecta	Plebejus icarioides missionensis	4300078	NA
5714690	Plebejus idas (Linnaeus, 1761)	species	ACCEPTED	HIGHERRANK	Plebejus idas	99	Animalia	Arthropoda	Lepidoptera	Lycaenidae	Plebejus	Plebejus idas	1	54	216	797	5473	1923058	5714690	FALSE	Insecta	Plebejus idas lotis	NA	NA
4301418	Pseudocopaeodes eunus obscurus Austin & J.Emmel, 1998-01	subspecies	ACCEPTED	EXACT	Pseudocopaeodes eunus obscurus	98	Animalia	Arthropoda	Lepidoptera	Hesperiidae	Pseudocopaeodes	Pseudocopaeodes eunus	1	54	216	797	6953	1950189	1950192	FALSE	Insecta	Pseudocopaeodes eunus obscurus	NA	NA
5715180	Pyrgus ruralis lagunae Scott, 1981	subspecies	ACCEPTED	EXACT	Pyrgus ruralis lagunae	98	Animalia	Arthropoda	Lepidoptera	Hesperiidae	Pyrgus	Pyrgus ruralis	1	54	216	797	6953	1949704	5142372	FALSE	Insecta	Pyrgus ruralis lagunae	NA	NA
7206001	Speyeria callippe callippe	subspecies	ACCEPTED	EXACT	Speyeria callippe callippe	98	Animalia	Arthropoda	Lepidoptera	Nymphalidae	Speyeria	Speyeria callippe	1	54	216	797	7017	1905150	1905267	FALSE	Insecta	Speyeria callippe callippe	NA	NA
4299420	Speyeria zerene behrensii Edwards, 1869	subspecies	ACCEPTED	EXACT	Speyeria zerene behrensii	98	Animalia	Arthropoda	Lepidoptera	Nymphalidae	Speyeria	Speyeria zerene	1	54	216	797	7017	1905150	1905281	FALSE	Insecta	Speyeria zerene behrensii	NA	NA
4299418	Speyeria zerene hippolyta Edwards, 1879	subspecies	ACCEPTED	EXACT	Speyeria zerene hippolyta	98	Animalia	Arthropoda	Lepidoptera	Nymphalidae	Speyeria	Speyeria zerene	1	54	216	797	7017	1905150	1905281	FALSE	Insecta	Speyeria zerene hippolyta	NA	NA
4299410	Speyeria zerene myrtleae Dos Passos & Grey, 1945	subspecies	ACCEPTED	EXACT	Speyeria zerene myrtleae	98	Animalia	Arthropoda	Lepidoptera	Nymphalidae	Speyeria	Speyeria zerene	1	54	216	797	7017	1905150	1905281	FALSE	Insecta	Speyeria zerene myrtleae	NA	NA
1340280	Bombus crotchii Cresson, 1879	species	ACCEPTED	EXACT	Bombus crotchii	99	Animalia	Arthropoda	Hymenoptera	Apidae	Bombus	Bombus crotchii	1	54	216	1457	4334	1340278	1340280	FALSE	Insecta	Bombus crotchii	NA	NA
1340443	Bombus franklini (Frison, 1921)	species	ACCEPTED	EXACT	Bombus franklini	99	Animalia	Arthropoda	Hymenoptera	Apidae	Bombus	Bombus franklini	1	54	216	1457	4334	1340278	1340443	FALSE	Insecta	Bombus franklini	NA	NA
1340429	Bombus occidentalis Greene, 1858	species	ACCEPTED	EXACT	Bombus occidentalis	99	Animalia	Arthropoda	Hymenoptera	Apidae	Bombus	Bombus occidentalis	1	54	216	1457	4334	1340278	1340429	FALSE	Insecta	Bombus occidentalis	NA	NA
11064826	Bombus orientalis Smith, 1854	species	SYNONYM	FUZZY	Bombus orientalis	9	Animalia	Arthropoda	Hymenoptera	Apidae	Bombus	Bombus haemorrhoidalis	1	54	216	1457	4334	1340278	1340356	TRUE	Insecta	Bombus occidentalis	1340356	Similarity: name=5; authorship=0; classification=-2; rank=6; status=0
4968116	Boavus occidentalis Marsh, 1871	species	ACCEPTED	FUZZY	Boavus occidentalis	0	Animalia	Chordata	Squamata	Boidae	Boavus	Boavus occidentalis	1	44	358	715	2464897	4820523	4968116	FALSE	Reptilia	Bombus occidentalis	NA	Similarity: name=-10; authorship=0; classification=-2; rank=6; status=1
5787908	Barbus occidentalis Boulenger, 1911	species	SYNONYM	FUZZY	Barbus occidentalis	0	Animalia	Chordata	Cypriniformes	Cyprinidae	Labeobarbus	Labeobarbus bynni	1	44	204	1153	7336	8078638	5787940	TRUE	Actinopterygii	Bombus occidentalis	5787940	Similarity: name=-10; authorship=0; classification=-2; rank=6; status=0
4123123	Bromus occidentalis (Nevski) Pavlov	species	SYNONYM	FUZZY	Bromus occidentalis	0	Plantae	Tracheophyta	Poales	Poaceae	Bromus	Bromus pumpellianus	6	7707728	196	1369	3073	2703642	4154191	TRUE	Liliopsida	Bombus occidentalis	4154191	Similarity: name=-10; authorship=0; classification=-2; rank=6; status=0
1340283	Bombus suckleyi Greene, 1860	species	ACCEPTED	EXACT	Bombus suckleyi	99	Animalia	Arthropoda	Hymenoptera	Apidae	Bombus	Bombus suckleyi	1	54	216	1457	4334	1340278	1340283	FALSE	Insecta	Bombus suckleyi	NA	NA
2402118	Acipenser medirostris Ayres, 1854	species	ACCEPTED	EXACT	Acipenser medirostris	99	Animalia	Chordata	Acipenseriformes	Acipenseridae	Acipenser	Acipenser medirostris	1	44	204	1103	2947	2340025	2402118	FALSE	Actinopterygii	Acipenser medirostris	NA	NA
2360113	Gila crassicauda (Baird & Girard, 1854)	species	ACCEPTED	EXACT	Gila crassicauda	99	Animalia	Chordata	Cypriniformes	Cyprinidae	Gila	Gila crassicauda	1	44	204	1153	7336	2360060	2360113	FALSE	Actinopterygii	Gila crassicauda	NA	NA
2360109	Gila elegans Baird & Girard, 1853	species	ACCEPTED	EXACT	Gila elegans	99	Animalia	Chordata	Cypriniformes	Cyprinidae	Gila	Gila elegans	1	44	204	1153	7336	2360060	2360109	FALSE	Actinopterygii	Gila elegans	NA	NA
3787604	Guioa elegans Radlk.	species	ACCEPTED	FUZZY	Guioa elegans	0	Plantae	Tracheophyta	Sapindales	Sapindaceae	Guioa	Guioa elegans	6	7707728	220	933	6657	7265035	3787604	FALSE	Magnoliopsida	Gila elegans	NA	Similarity: name=-10; authorship=0; classification=-2; rank=6; status=1
8742103	Lavinia exilicauda chi Hopkirk, 1974	subspecies	SYNONYM	EXACT	Lavinia exilicauda chi	98	Animalia	Chordata	Cypriniformes	Cyprinidae	Lavinia	Lavinia exilicauda	1	44	204	1153	7336	2361594	5206009	TRUE	Actinopterygii	Lavinia exilicauda chi	5206009	NA
5205692	Ptychocheilus lucius Girard, 1856	species	ACCEPTED	EXACT	Ptychocheilus lucius	99	Animalia	Chordata	Cypriniformes	Cyprinidae	Ptychocheilus	Ptychocheilus lucius	1	44	204	1153	7336	2360013	5205692	FALSE	Actinopterygii	Ptychocheilus lucius	NA	NA
5205693	Ptychocheilus lucidus Girard, 1856	species	SYNONYM	FUZZY	Ptychocheilus lucidus	92	Animalia	Chordata	Cypriniformes	Cyprinidae	Ptychocheilus	Ptychocheilus lucius	1	44	204	1153	7336	2360013	5205692	TRUE	Actinopterygii	Ptychocheilus lucius	5205692	Similarity: name=95; authorship=0; classification=-2; rank=6; status=0
9450405	Siphateles bicolor mohavensis Snyder, 1918	subspecies	ACCEPTED	EXACT	Siphateles bicolor mohavensis	98	Animalia	Chordata	Cypriniformes	Cyprinidae	Siphateles	Siphateles bicolor	1	44	204	1153	7336	2366943	8197854	FALSE	Actinopterygii	Siphateles bicolor mohavensis	NA	NA
9508387	Siphateles bicolor snyderi (Miller, 1973)	subspecies	SYNONYM	EXACT	Siphateles bicolor snyderi	98	Animalia	Chordata	Cypriniformes	Cyprinidae	Siphateles	Siphateles bicolor	1	44	204	1153	7336	2366943	8197854	TRUE	Actinopterygii	Siphateles bicolor snyderi	8197854	NA
2359043	Catostomus microps Rutter, 1908	species	ACCEPTED	EXACT	Catostomus microps	99	Animalia	Chordata	Cypriniformes	Catostomidae	Catostomus	Catostomus microps	1	44	204	1153	3384	2359013	2359043	FALSE	Actinopterygii	Catostomus microps	NA	NA
2340344	Chaetostomus microps Günther, 1864	species	SYNONYM	FUZZY	Chaetostomus microps	0	Animalia	Chordata	Siluriformes	Loricariidae	Chaetostoma	Chaetostoma microps	1	44	204	708	5158	2340283	5202386	TRUE	Actinopterygii	Catostomus microps	5202386	Similarity: name=-10; authorship=0; classification=-2; rank=6; status=0
2359031	Catostomus santaanae (Snyder, 1908)	species	ACCEPTED	EXACT	Catostomus santaanae	99	Animalia	Chordata	Cypriniformes	Catostomidae	Catostomus	Catostomus santaanae	1	44	204	1153	3384	2359013	2359031	FALSE	Actinopterygii	Catostomus santaanae	NA	NA
2359089	Chasmistes brevirostris Cope, 1879	species	ACCEPTED	EXACT	Chasmistes brevirostris	99	Animalia	Chordata	Cypriniformes	Catostomidae	Chasmistes	Chasmistes brevirostris	1	44	204	1153	3384	2359088	2359089	FALSE	Actinopterygii	Chasmistes brevirostris	NA	NA
2358958	Deltistes luxatus (Cope, 1879)	species	ACCEPTED	EXACT	Deltistes luxatus	99	Animalia	Chordata	Cypriniformes	Catostomidae	Deltistes	Deltistes luxatus	1	44	204	1153	3384	2358957	2358958	FALSE	Actinopterygii	Deltistes luxatus	NA	NA
2359095	Xyrauchen texanus (Abbott, 1860)	species	ACCEPTED	EXACT	Xyrauchen texanus	99	Animalia	Chordata	Cypriniformes	Catostomidae	Xyrauchen	Xyrauchen texanus	1	44	204	1153	3384	2359094	2359095	FALSE	Actinopterygii	Xyrauchen texanus	NA	NA
2410879	Hypomesus transpacificus McAllister, 1963	species	ACCEPTED	EXACT	Hypomesus transpacificus	99	Animalia	Chordata	Osmeriformes	Osmeridae	Hypomesus	Hypomesus transpacificus	1	44	204	1068	8480	2410868	2410879	FALSE	Actinopterygii	Hypomesus transpacificus	NA	NA
2410897	Spirinchus thaleichthys (Ayres, 1860)	species	ACCEPTED	EXACT	Spirinchus thaleichthys	99	Animalia	Chordata	Osmeriformes	Osmeridae	Spirinchus	Spirinchus thaleichthys	1	44	204	1068	8480	2410894	2410897	FALSE	Actinopterygii	Spirinchus thaleichthys	NA	NA
2410903	Thaleichthys pacificus (Richardson, 1836)	species	ACCEPTED	EXACT	Thaleichthys pacificus	99	Animalia	Chordata	Osmeriformes	Osmeridae	Thaleichthys	Thaleichthys pacificus	1	44	204	1068	8480	2410902	2410903	FALSE	Actinopterygii	Thaleichthys pacificus	NA	NA
5711984	Oncorhynchus clarkii henshawi (Gill & Jordan, 1878)	subspecies	SYNONYM	EXACT	Oncorhynchus clarkii henshawi	98	Animalia	Chordata	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus henshawi	1	44	204	1313	8615	2351426	11115657	TRUE	Actinopterygii	Oncorhynchus clarkii henshawi	11115657	NA
5711987	Oncorhynchus clarkii seleniris (Snyder, 1933)	subspecies	ACCEPTED	EXACT	Oncorhynchus clarkii seleniris	98	Animalia	Chordata	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus clarkii	1	44	204	1313	8615	2351426	5711980	FALSE	Actinopterygii	Oncorhynchus clarkii seleniris	NA	NA
5204034	Oncorhynchus kisutch (Walbaum, 1792)	species	ACCEPTED	EXACT	Oncorhynchus kisutch	99	Animalia	Chordata	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus kisutch	1	44	204	1313	8615	2351426	5204034	FALSE	Actinopterygii	Oncorhynchus kisutch	NA	NA
5961609	Oncorhynchus kisatch (Walbaum, 1792)	species	SYNONYM	FUZZY	Oncorhynchus kisatch	92	Animalia	Chordata	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus kisutch	1	44	204	1313	8615	2351426	5204034	TRUE	Actinopterygii	Oncorhynchus kisutch	5204034	Similarity: name=95; authorship=0; classification=-2; rank=6; status=0
