obsID,kingdom,phylum,class,order,family,genus,species,ScientificName,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord,institutionCode,fireSite,fireYear,fireSize,fireID,desert
104575,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,36.53064,-120.827993,2019-01-18T16:10:00,18,1,2019,HUMAN_OBSERVATION,iNaturalist,NEW IDRIA,2003,632.0136,911,San Joaquin
104859,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,34.182554,-116.460499,2018-04-22T10:43:00,22,4,2018,HUMAN_OBSERVATION,iNaturalist,SAWTOOTH COMPLEX,2006,61767.18,261,Mojave
106754,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,,36.7218,-118.09715,2002-06-25T00:00:00,25,6,2002,OBSERVATION,PRBO,MOFFAT,2018,1253.925,351,Mojave
106773,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,36.6003,-118.03279,2002-06-10T00:00:00,10,6,2002,OBSERVATION,PRBO,RIVER,2013,406.8415,332,Mojave
108271,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.354145,-115.57676,2017-03-17T00:00:00,17,3,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
108877,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.315876,-116.460326,2017-11-05T11:00:00,5,11,2017,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
108933,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,34.047289,-116.567783,2010-10-16T15:17:00,16,10,2010,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726,271,Mojave
109396,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon macularius,Cyprinodon macularius,,33.314483,-116.469246,2017-04-12T16:13:00,12,4,2017,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
109396,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,Cyprinodon,Cyprinodon macularius,Cyprinodon macularius,,33.314483,-116.469246,2017-04-12T16:13:00,12,4,2017,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
109528,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.11415,-116.491302,2021-02-02T10:43:45,2,2,2021,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
109683,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,,35.125747,-115.434783,2014-10-03T15:32:00,3,10,2014,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
109840,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.312273,-116.452502,2006-12-30T14:09:34,30,12,2006,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
110114,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.139073,-116.445678,2018-10-13T09:08:26,13,10,2018,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
110608,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.004906,-115.489642,2015-05-27T00:00:00,27,5,2015,HUMAN_OBSERVATION,iNaturalist,BLAIR,2006,66.48067,673,Mojave
110703,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.006532,-116.48599,2015-05-03T10:15:00,3,5,2015,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
111013,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.900467,-116.742639,2020-02-17T11:41:39,17,2,2020,HUMAN_OBSERVATION,iNaturalist,ELM,2005,271.6541,76,Sonoran
111273,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,34.046011,-116.567064,2021-10-07T09:39:00,7,10,2021,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726,271,Mojave
116920,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,,35.255447,-115.514772,2018-05-26T16:41:00,26,5,2018,HUMAN_OBSERVATION,iNaturalist,DOME,2020,44211.08459,1109,Mojave
117149,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes uropygialis,Melanerpes uropygialis,2,33.202213,-114.68353,2011-07-07T00:00:00,7,7,2011,HUMAN_OBSERVATION,EBIRD,DRAPER,2017,754.3,368,Sonoran
117558,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,34.047416,-116.566907,2018-07-02T16:36:00,2,7,2018,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726,271,Mojave
117641,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.04149,-115.500502,2011-05-05T09:55:25,5,5,2011,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
117907,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.891964,-116.698399,2021-09-17T10:51:00,17,9,2021,HUMAN_OBSERVATION,iNaturalist,VERBENIA,2004,3831.371,82,Sonoran
130729,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.131176,-115.43524,2014-04-05T00:00:00,5,4,2014,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
130869,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,34.30521,-117.31063,2020-10-28T00:00:00,28,10,2020,HUMAN_OBSERVATION,EBIRD,OLD,2003,91428,512,Mojave
131556,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,1,34.959522,-119.44898,2005-07-30T00:00:00,30,7,2005,HUMAN_OBSERVATION,EBIRD,SODA,2005,449.4977,678,San Joaquin
131556,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,1,34.959522,-119.44898,2005-07-30T00:00:00,30,7,2005,HUMAN_OBSERVATION,EBIRD,HUDSON,2017,1182.301,1021,San Joaquin
131664,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,35.025692,-119.58132,2014-05-23T00:00:00,23,5,2014,HUMAN_OBSERVATION,EBIRD,SODA,2016,2000.281,1086,San Joaquin
131763,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,35.9561,-120.174,1999-03-30T00:00:00,30,3,1999,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.3325,941,San Joaquin
131955,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2017-05-06T00:00:00,6,5,2017,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
132243,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.25319,-115.51266,2019-06-07T00:00:00,7,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
133099,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.31624,-115.55262,2019-05-11T00:00:00,11,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
133305,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.26818,-115.52318,2014-06-21T00:00:00,21,6,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
133353,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
133416,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.44076,-121.30736,2016-05-15T00:00:00,15,5,2016,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.2556,1112,San Joaquin
134104,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.160686,-115.33627,1998-05-16T00:00:00,16,5,1998,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
134678,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.347614,-115.56999,2008-04-05T00:00:00,5,4,2008,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
135133,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.9561,-120.174,2009-05-23T00:00:00,23,5,2009,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.3325,941,San Joaquin
135798,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,Riparia riparia,1,35.83723,-116.22368,2009-04-26T00:00:00,26,4,2009,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
136140,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,50,34.318535,-117.38007,2010-02-25T00:00:00,25,2,2010,HUMAN_OBSERVATION,EBIRD,OLD,2003,91428,512,Mojave
136332,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268368,-115.520065,2019-05-12T00:00:00,12,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
136674,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,34.044693,-116.58022,2003-09-06T00:00:00,6,9,2003,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726,271,Mojave
137157,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.277576,-115.60192,2014-04-06T00:00:00,6,4,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
137218,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,35.131176,-115.43524,2015-06-07T00:00:00,7,6,2015,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
137782,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2016-05-08T00:00:00,8,5,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
139047,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2018-11-25T00:00:00,25,11,2018,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
139050,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,1,34.926193,-119.408,2012-10-08T00:00:00,8,10,2012,HUMAN_OBSERVATION,EBIRD,SCHOOL,2014,223.7788,1094,San Joaquin
141671,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.25319,-115.51266,2019-05-26T00:00:00,26,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
141895,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,3,35.25319,-115.51266,2019-05-26T00:00:00,26,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
141967,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.83723,-116.22368,2008-05-26T00:00:00,26,5,2008,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
142629,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,37.08305,-121.06041,2019-06-13T00:00:00,13,6,2019,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
142820,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,33.202213,-114.68353,2011-06-15T00:00:00,15,6,2011,HUMAN_OBSERVATION,EBIRD,DRAPER,2017,754.3,368,Sonoran
143087,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.08305,-121.06041,2016-09-04T00:00:00,4,9,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
143983,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,7,34.928482,-119.40669,2017-10-10T00:00:00,10,10,2017,HUMAN_OBSERVATION,EBIRD,SCHOOL,2014,223.7788,1094,San Joaquin
144033,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.131176,-115.43524,2013-08-31T00:00:00,31,8,2013,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
144419,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,35.83723,-116.22368,2008-06-05T00:00:00,5,6,2008,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
144887,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.08305,-121.06041,2017-09-24T00:00:00,24,9,2017,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
146785,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.832287,-116.2235,2019-05-27T00:00:00,27,5,2019,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
147133,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
147286,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,34.44599,-117.85463,2013-05-26T00:00:00,26,5,2013,HUMAN_OBSERVATION,EBIRD,BOBCAT,2020,115997.5701,1110,Mojave
147794,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.33591,-115.559975,2016-03-20T00:00:00,20,3,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
147878,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,35.82334,-120.27737,2018-01-11T00:00:00,11,1,2018,HUMAN_OBSERVATION,EBIRD,TURKEY,2012,2530.048,975,San Joaquin
148402,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.832287,-116.2235,2017-06-05T00:00:00,5,6,2017,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
148867,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2017-06-12T00:00:00,12,6,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
149914,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.131176,-115.43524,2018-05-19T00:00:00,19,5,2018,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
150242,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.31624,-115.55262,2014-04-05T00:00:00,5,4,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
150285,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2014-04-05T00:00:00,5,4,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
150406,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,6,37.08305,-121.06041,2017-05-03T00:00:00,3,5,2017,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
150492,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2020-10-17T00:00:00,17,10,2020,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
150654,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2013-08-31T00:00:00,31,8,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
151025,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2015-01-31T00:00:00,31,1,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
151178,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2014-04-05T00:00:00,5,4,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
152396,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.08305,-121.06041,2019-12-03T00:00:00,3,12,2019,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
152771,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,36.081917,-120.48183,2020-02-06T00:00:00,6,2,2020,HUMAN_OBSERVATION,EBIRD,MINERAL,2020,29666.84215,1111,San Joaquin
152780,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,350,35.35177,-120.02309,2003-03-02T00:00:00,2,3,2003,HUMAN_OBSERVATION,EBIRD,BECK,2000,396.3609,926,San Joaquin
153249,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2015-03-12T00:00:00,12,3,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
153767,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,34.044693,-116.58022,1996-04-20T00:00:00,20,4,1996,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726,271,Mojave
156160,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2015-05-25T00:00:00,25,5,2015,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
157897,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2010-04-11T00:00:00,11,4,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
157921,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.31624,-115.55262,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
159169,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.9561,-120.174,2015-04-18T00:00:00,18,4,2015,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.3325,941,San Joaquin
162251,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.062,-121.03,2015-04-24T00:00:00,24,4,2015,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
162752,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,2,34.044693,-116.58022,2010-06-11T00:00:00,11,6,2010,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726,271,Mojave
162823,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.062,-121.03,2016-01-30T00:00:00,30,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
164011,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.08305,-121.06041,2015-12-02T00:00:00,2,12,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
165168,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,13,33.1208,-116.4843,2016-04-09T00:00:00,9,4,2016,HUMAN_OBSERVATION,EBIRD,STEWART,2012,10630.18,417,Sonoran
166055,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,150,34.71664,-118.42258,2011-04-17T00:00:00,17,4,2011,HUMAN_OBSERVATION,EBIRD,POWERHOUSE,2013,30267.57,418,Mojave
166407,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,35.832287,-116.2235,2005-05-24T00:00:00,24,5,2005,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
166643,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,,34.044693,-116.58022,2008-04-12T00:00:00,12,4,2008,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726,271,Mojave
166883,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2016-01-23T00:00:00,23,1,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
167075,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,35.131176,-115.43524,2019-04-13T00:00:00,13,4,2019,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
