obsID,kingdom,phylum,class,order,family,genus,species,ScientificName,individualCount,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord,institutionCode,fireSite,fireYear,fireSize,fireID,desert
167287,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,1,37.062,-121.03,2012-01-17T00:00:00,17,1,2012,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
167423,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.25319,-115.51266,2019-06-19T00:00:00,19,6,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
167526,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.074978,-121.07212,2015-04-09T00:00:00,9,4,2015,HUMAN_OBSERVATION,EBIRD,SAN LUIS,2005,332.2597,727,San Joaquin
167526,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.074978,-121.07212,2015-04-09T00:00:00,9,4,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
167526,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.074978,-121.07212,2015-04-09T00:00:00,9,4,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2008,766.0438,938,San Joaquin
167849,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.31624,-115.55262,2019-05-11T00:00:00,11,5,2019,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
167861,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,12,34.45432,-117.85744,2008-05-17T00:00:00,17,5,2008,HUMAN_OBSERVATION,EBIRD,BOBCAT,2020,115997.5701,1110,Mojave
167960,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,50,37.44076,-121.30736,2018-04-08T00:00:00,8,4,2018,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.2556,1112,San Joaquin
168424,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.277576,-115.60192,2002-07-04T00:00:00,4,7,2002,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
168432,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,34.044693,-116.58022,2013-05-26T00:00:00,26,5,2013,HUMAN_OBSERVATION,EBIRD,PARADISE,2005,3081.726,271,Mojave
169474,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.288033,-115.5301,2018-04-10T00:00:00,10,4,2018,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
169656,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,37.185223,-120.6635,2003-03-08T00:00:00,8,3,2003,HUMAN_OBSERVATION,EBIRD,SANDY,2016,0,1107,San Joaquin
170305,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.062,-121.03,2016-01-30T00:00:00,30,1,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
170437,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.08305,-121.06041,2016-05-13T00:00:00,13,5,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
170511,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,33.14084,-116.5078,2016-04-10T00:00:00,10,4,2016,HUMAN_OBSERVATION,EBIRD,STEWART,2012,10630.18,417,Sonoran
171939,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.08305,-121.06041,2017-05-06T00:00:00,6,5,2017,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
173151,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.131176,-115.43524,2013-08-31T00:00:00,31,8,2013,HUMAN_OBSERVATION,EBIRD,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
173770,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2016-05-08T00:00:00,8,5,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
174237,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,3,35.31624,-115.55262,2012-04-08T00:00:00,8,4,2012,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
174408,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2015-03-09T00:00:00,9,3,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
174570,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.25319,-115.51266,2013-12-28T00:00:00,28,12,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
174627,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,Riparia riparia,4,35.88015,-116.23726,2014-05-23T00:00:00,23,5,2014,HUMAN_OBSERVATION,EBIRD,TECOPA,2017,26.99327,392,Mojave
176114,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,34.45432,-117.85744,2003-05-30T00:00:00,30,5,2003,HUMAN_OBSERVATION,EBIRD,BOBCAT,2020,115997.5701,1110,Mojave
176270,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.25319,-115.51266,2013-12-28T00:00:00,28,12,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
176641,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2015-02-09T00:00:00,9,2,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
176655,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.922237,-120.17971,2012-04-02T00:00:00,2,4,2012,HUMAN_OBSERVATION,EBIRD,GARZA,2017,48886.66,1045,San Joaquin
177394,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2015-10-03T00:00:00,3,10,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
177907,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2013-03-23T00:00:00,23,3,2013,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
177970,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,10,35.9561,-120.174,2009-04-04T00:00:00,4,4,2009,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.3325,941,San Joaquin
178009,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.062,-121.03,2019-01-03T00:00:00,3,1,2019,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
178235,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,4,37.44076,-121.30736,2016-05-15T00:00:00,15,5,2016,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.2556,1112,San Joaquin
178277,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,20,34.968582,-118.94054,2019-06-16T00:00:00,16,6,2019,HUMAN_OBSERVATION,EBIRD,PARKWAY,2009,689.9021,946,San Joaquin
178672,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,4,34.318203,-117.4823,2016-04-15T00:00:00,15,4,2016,HUMAN_OBSERVATION,EBIRD,BLUE CUT,2016,36266.55,414,Mojave
178672,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,4,34.318203,-117.4823,2016-04-15T00:00:00,15,4,2016,HUMAN_OBSERVATION,EBIRD,LOUISIANA,2002,6564.211,518,Mojave
178979,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,8,34.43565,-117.83632,2014-03-22T00:00:00,22,3,2014,HUMAN_OBSERVATION,EBIRD,BOBCAT,2020,115997.5701,1110,Mojave
179824,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2018-02-09T00:00:00,9,2,2018,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
179942,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.26816,-115.52253,2010-06-01T00:00:00,1,6,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
180161,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2010-04-11T00:00:00,11,4,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
180315,Animalia,Chordata,Aves,Accipitriformes,Cathartidae,Gymnogyps,Gymnogyps californianus,Gymnogyps californianus,4,34.92114,-119.407104,2012-02-03T00:00:00,3,2,2012,HUMAN_OBSERVATION,EBIRD,SCHOOL,2014,223.7788,1094,San Joaquin
181458,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,35.832287,-116.2235,2019-05-27T00:00:00,27,5,2019,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
182704,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,3,34.322678,-117.45584,2011-05-16T00:00:00,16,5,2011,HUMAN_OBSERVATION,EBIRD,BLUE CUT,2016,36266.55,414,Mojave
182704,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,3,34.322678,-117.45584,2011-05-16T00:00:00,16,5,2011,HUMAN_OBSERVATION,EBIRD,BLUE CUT,2002,6821.039,508,Mojave
182898,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.062,-121.03,2020-12-01T00:00:00,1,12,2020,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
183394,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.26816,-115.52253,2010-06-01T00:00:00,1,6,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
183613,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.26856,-115.52008,2017-03-18T00:00:00,18,3,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
184078,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,Riparia riparia,2,37.062,-121.03,2016-07-26T00:00:00,26,7,2016,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
184413,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,2,37.062,-121.03,2017-07-26T00:00:00,26,7,2017,HUMAN_OBSERVATION,EBIRD,BASALT,2004,410.184,929,San Joaquin
185498,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.268417,-115.52041,2016-04-23T00:00:00,23,4,2016,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
185670,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,Riparia riparia,10,35.832287,-116.2235,2019-05-27T00:00:00,27,5,2019,HUMAN_OBSERVATION,EBIRD,TECOPA,2010,105.7345,291,Mojave
187430,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.29244,-115.533394,2012-04-15T00:00:00,15,4,2012,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
187452,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.31624,-115.55262,2010-05-22T00:00:00,22,5,2010,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
187824,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2000-07-04T00:00:00,4,7,2000,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
188061,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,37.08305,-121.06041,2013-05-20T00:00:00,20,5,2013,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
189071,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,1,37.08305,-121.06041,2015-09-05T00:00:00,5,9,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
190588,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,Melanerpes uropygialis,Melanerpes uropygialis,1,32.727943,-114.718895,2010-02-06T00:00:00,6,2,2010,HUMAN_OBSERVATION,EBIRD,ALAMO,2016,136.4,360,Sonoran
192173,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,3,34.30521,-117.31063,2010-01-23T00:00:00,23,1,2010,HUMAN_OBSERVATION,EBIRD,OLD,2003,91428,512,Mojave
192254,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2015-06-01T00:00:00,1,6,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
192673,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.31624,-115.55262,2012-03-19T00:00:00,19,3,2012,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
192930,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.25319,-115.51266,2011-06-06T00:00:00,6,6,2011,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
194480,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,3,37.08305,-121.06041,2015-12-03T00:00:00,3,12,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
199904,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.155551,-115.458053,2020-05-10T17:44:00,10,5,2020,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
200431,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.139138,-116.445738,2018-10-13T09:05:55,13,10,2018,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
200551,Animalia,Chordata,Amphibia,Anura,Bufonidae,Anaxyrus,Anaxyrus californicus,Anaxyrus californicus,,34.350382,-117.265119,2019-07-11T22:13:52,11,7,2019,HUMAN_OBSERVATION,iNaturalist,LOS FLORES,2007,4099.966,73,Mojave
201050,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,1,35.9561,-120.174,2015-04-18T00:00:00,18,4,2015,HUMAN_OBSERVATION,EBIRD,AVENAL,2008,945.3325,941,San Joaquin
202261,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,3,37.08305,-121.06041,2015-12-03T00:00:00,3,12,2015,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
202507,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.303021,-116.473271,2017-02-18T08:36:31,18,2,2017,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
202507,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.303021,-116.473271,2017-02-18T08:36:31,18,2,2017,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
202604,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,34.740421,-118.4947,2015-03-17T10:15:01,17,3,2015,HUMAN_OBSERVATION,iNaturalist,LAKE,2020,30999.28856,1108,Mojave
205330,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus nelsoni,Ammospermophilus nelsoni,,35.113389,-119.797113,2021-05-24T09:09:00,24,5,2021,HUMAN_OBSERVATION,iNaturalist,WASH,2010,947.4305,1087,San Joaquin
205783,Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Ammospermophilus,Ammospermophilus nelsoni,Ammospermophilus nelsoni,,35.067225,-119.898596,2013-04-06T00:00:00,6,4,2013,HUMAN_OBSERVATION,iNaturalist,COTTON,2010,2037.958,1092,San Joaquin
206390,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.34308,-116.495112,2021-10-10T13:41:51,10,10,2021,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
206507,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.080153,-115.475297,2010-04-10T10:20:00,10,4,2010,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
207780,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo swainsoni,Buteo swainsoni,,33.499592,-115.823739,2021-05-21T08:32:00,21,5,2021,HUMAN_OBSERVATION,iNaturalist,DOS PALMAS,2008,456.4143,283,Sonoran
208014,Animalia,Chordata,Reptilia,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Gopherus agassizii,,35.043515,-115.499763,2015-10-06T20:47:00,6,10,2015,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
209357,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.999004,-116.572821,2020-02-21T14:17:00,21,2,2020,HUMAN_OBSERVATION,iNaturalist,INDIAN 2,2005,188.7452,78,Sonoran
210006,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,Agelaius tricolor,Agelaius tricolor,,34.767524,-118.556457,2015-03-14T14:07:13,14,3,2015,HUMAN_OBSERVATION,iNaturalist,RANGE,2011,241.0146,311,Mojave
210371,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,Danaus plexippus,Danaus plexippus,,35.124617,-115.430253,2019-10-13T16:43:00,13,10,2019,HUMAN_OBSERVATION,iNaturalist,HACKBERRY COMPLEX 1,2005,63771.3,565,Mojave
210439,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,Empidonax traillii,Empidonax traillii,,34.047775,-116.56721,2020-10-03T09:39:00,3,10,2020,HUMAN_OBSERVATION,iNaturalist,PARADISE,2005,3081.726,271,Mojave
210592,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.154915,-116.48178,2017-12-02T11:57:57,2,12,2017,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
210773,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,Uma inornata,Uma inornata,,33.864115,-116.596677,2019-05-02T02:31:00,2,5,2019,HUMAN_OBSERVATION,iNaturalist,WINDY POINT,2011,541.494,410,Sonoran
210997,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.343826,-116.505214,2020-09-05T11:35:00,5,9,2020,HUMAN_OBSERVATION,iNaturalist,EAGLE,2011,13992.99,314,Sonoran
211156,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.153343,-116.47808,2019-11-05T08:30:08,5,11,2019,HUMAN_OBSERVATION,iNaturalist,STEWART,2012,10630.18,417,Sonoran
211701,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.08305,-121.06041,2016-09-25T00:00:00,25,9,2016,HUMAN_OBSERVATION,EBIRD,ROMERO,2000,1706.85,873,San Joaquin
211782,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,1,37.44076,-121.30736,2018-05-02T00:00:00,2,5,2018,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.2556,1112,San Joaquin
211862,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.277576,-115.60192,2017-04-15T00:00:00,15,4,2017,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
212563,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,1,35.31624,-115.55262,2014-05-17T00:00:00,17,5,2014,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
212728,Animalia,Chordata,Mammalia,Carnivora,Felidae,Puma,Puma concolor,Puma concolor,,33.165916,-116.576292,2021-10-15T22:22:00,15,10,2021,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
213417,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,Colaptes chrysoides,Colaptes chrysoides,2,35.31624,-115.55262,2012-04-07T00:00:00,7,4,2012,HUMAN_OBSERVATION,EBIRD,DOME,2020,44211.08459,1109,Mojave
214612,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.169483,-121.15877,2015-11-26T00:00:00,26,11,2015,HUMAN_OBSERVATION,EBIRD,MCCABE,2015,1728.974,997,San Joaquin
214612,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Haliaeetus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,2,37.169483,-121.15877,2015-11-26T00:00:00,26,11,2015,HUMAN_OBSERVATION,EBIRD,DEL PUERTO,2020,390647.2556,1112,San Joaquin
214822,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Ovis canadensis nelsoni,,33.235004,-116.451327,2014-11-29T00:00:00,29,11,2014,HUMAN_OBSERVATION,iNaturalist,PINES,2002,61691.24,263,Sonoran
